собачка	собачка	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.000, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000	
брязкати	бряцать	VERB	1	2	0	1	1	1		8	33	0	0	0	0		1	2	0	1	1	1		10	29	0	0	0	0		9	22	0	0	0	1		9	23	0	0	0	1			0.375, 0.350, 3, 2.800, 1.000, 0.125, 2.000, 0.250, 2.400, 0.300, 2.600, 0.325	
утримування	содержание	NOUN	41	17780	0	0	0	0		207	7035	0	0	0	0		239	32546	0	0	0	0		286	21021	0	0	0	0		312	17799	0	0	0	0		227	9515	0	0	0	0			0.818, 0.636, 9, 7.000, 3.600, 0.327, 5.200, 0.473, 6.200, 0.564, 6.600, 0.600	
сохнути	сохнуть	VERB	1	2	0	1	1	1		1	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1			0.143, 0.143, 1, 1.000, 0.400, 0.057, 0.800, 0.114, 1.000, 0.143, 1.000, 0.143	
опосередкований	косвенный	ADJ	13	1954	0	0	0	0		114	2410	0	0	0	0		59	2141	0	0	0	0		33	1179	0	0	0	0		52	1374	0	0	0	0		77	1957	0	0	0	0			0.667, 0.587, 10, 8.800, 3.400, 0.227, 5.200, 0.347, 6.600, 0.440, 7.800, 0.520	
час	время	NOUN	51	45603	0	0	0	0		123	27414	0	0	0	0		192	38974	0	0	0	0		201	39035	0	0	0	0		235	44327	0	0	0	0		209	40902	0	0	0	0			1.000, 0.840, 5, 4.200, 1.800, 0.360, 2.600, 0.520, 3.400, 0.680, 3.800, 0.760	
час	пора	NOUN	51	45603	0	0	0	0		66	7551	0	0	0	0		190	38697	0	0	0	0		195	36888	0	0	0	0		224	42167	0	0	0	0		114	20823	0	0	0	0			1.000, 0.750, 4, 3.000, 1.400, 0.350, 2.000, 0.500, 2.600, 0.650, 2.800, 0.700	
миля	миля	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.050, 0, 0.200, 0.200, 0.050, 0.200, 0.050, 0.200, 0.050, 0.200, 0.050	
надягати	надевать	VERB	2	9	0	0	1	1		2	4	0	1	1	1		9	51	0	0	0	0		10	32	0	0	0	0		5	13	0	0	0	1		2	4	0	1	1	1			0.375, 0.275, 3, 2.200, 1.200, 0.150, 2.000, 0.250, 2.200, 0.275, 2.200, 0.275	
передивлятися	проглядывать	VERB	51	21433	0	0	0	0		179	8209	0	0	0	0		71	4384	0	0	0	0		90	4399	0	0	0	0		125	4705	0	0	0	0		148	5667	0	0	0	0			0.846, 0.600, 11, 7.800, 2.800, 0.215, 4.600, 0.354, 5.800, 0.446, 6.800, 0.523	
передивлятися	просматривать	VERB	61	26547	0	0	0	0		279	16319	0	0	0	0		139	11548	0	0	0	0		175	12935	0	0	0	0		260	17442	0	0	0	0		274	19882	0	0	0	0			0.923, 0.677, 12, 8.800, 3.400, 0.262, 5.400, 0.415, 7.000, 0.538, 8.200, 0.631	
передивлятися	пересматривать	VERB	34	6887	0	0	0	0		135	4370	0	0	0	0		85	4475	0	0	0	0		93	4440	0	0	0	0		141	5018	0	0	0	0		154	6165	0	0	0	0			0.714, 0.557, 10, 7.800, 3.200, 0.229, 5.000, 0.357, 6.400, 0.457, 7.400, 0.529	
зіштовхнутися	столкнуться	VERB	2	8	0	0	1	1		2	3	0	1	1	1		3	12	0	0	0	1		7	37	0	0	0	0		4	5	0	1	1	1		3	3	0	1	1	1			0.462, 0.369, 6, 4.800, 1.800, 0.138, 3.400, 0.262, 4.000, 0.308, 4.400, 0.338	
умивальник	умывальник	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.100, 0.060, 1, 0.600, 0.600, 0.060, 0.600, 0.060, 0.600, 0.060, 0.600, 0.060	
шкідливий	вредный	ADJ	24	2808	0	0	0	0		60	626	0	0	0	0		208	3807	0	0	0	0		170	1793	0	0	0	0		72	589	0	0	0	0		61	533	0	0	0	0			0.778, 0.556, 7, 5.000, 2.600, 0.289, 3.800, 0.422, 4.200, 0.467, 4.600, 0.511	
зайнятість	занятость	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.200, 0.160, 2, 1.600, 0.600, 0.060, 1.000, 0.100, 1.200, 0.120, 1.400, 0.140	
син	сын	NOUN	2	18	0	0	0	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.333, 0.067, 1, 0.200, 0.200, 0.067, 0.200, 0.067, 0.200, 0.067, 0.200, 0.067	
потіснитися	потесниться	VERB	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.182, 0.145, 2, 1.600, 1.000, 0.091, 1.400, 0.127, 1.600, 0.145, 1.600, 0.145	
смерч	смерч	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.040, 0, 0.200, 0.200, 0.040, 0.200, 0.040, 0.200, 0.040, 0.200, 0.040	
фільтр	фильтр	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.167, 0.000, 1, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000	
кровотеча	кровотечение	NOUN	3	7	0	0	1	1		10	14	0	0	0	1		5	8	0	0	1	1		4	5	0	1	1	1		4	5	0	1	1	1		8	9	0	0	1	1			0.333, 0.317, 4, 3.800, 1.400, 0.117, 2.000, 0.167, 2.600, 0.217, 3.200, 0.267	
погіршувати	ухудшать	VERB	23	6109	0	0	0	0		124	4043	0	0	0	0		207	12722	0	0	0	0		252	12092	0	0	0	0		227	7562	0	0	0	0		168	4904	0	0	0	0			0.727, 0.564, 8, 6.200, 3.000, 0.273, 4.800, 0.436, 5.400, 0.491, 5.800, 0.527	
зав’язувати	завязывать	VERB	1	1	1	1	1	1		1	1	1	1	1	1		2	4	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.273, 0.273, 3, 3.000, 1.400, 0.127, 2.200, 0.200, 2.600, 0.236, 2.800, 0.255	
обмундирування	обмундирование	NOUN	2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1			0.214, 0.143, 3, 2.000, 1.400, 0.100, 1.800, 0.129, 2.000, 0.143, 2.000, 0.143	
кар’єра	карьера	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.286, 0.143, 2, 1.000, 0.400, 0.057, 0.800, 0.114, 1.000, 0.143, 1.000, 0.143	
побороти	преодолеть	VERB	15	650	0	0	0	0		85	1996	0	0	0	0		88	2144	0	0	0	0		166	3971	0	0	0	0		135	2533	0	0	0	0		104	2141	0	0	0	0			0.600, 0.520, 6, 5.200, 2.000, 0.200, 3.800, 0.380, 4.400, 0.440, 4.800, 0.480	
побороти	побороть	VERB	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.125, 0.125, 1, 1.000, 0.400, 0.050, 0.800, 0.100, 1.000, 0.125, 1.000, 0.125	
з’їсти	поесть	VERB	8	405	0	0	0	0		25	99	0	0	0	0		216	12466	0	0	0	0		173	5269	0	0	0	0		104	1411	0	0	0	0		40	216	0	0	0	0			0.667, 0.500, 4, 3.000, 1.800, 0.300, 2.600, 0.433, 3.000, 0.500, 3.000, 0.500	
борня	борьба	NOUN	8	162	0	0	0	0		17	72	0	0	0	0		19	119	0	0	0	0		20	113	0	0	0	0		16	58	0	0	0	0		17	58	0	0	0	0			0.500, 0.333, 3, 2.000, 0.800, 0.133, 1.400, 0.233, 1.600, 0.267, 1.800, 0.300	
акумулятор	аккумулятор	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.091, 0.091, 1, 1.000, 0.200, 0.018, 0.400, 0.036, 0.600, 0.055, 0.800, 0.073	
збігти	сбежать	VERB	10	685	0	0	0	0		30	112	0	0	0	0		102	1835	0	0	0	0		90	1105	0	0	0	0		45	363	0	0	0	0		37	152	0	0	0	0			0.714, 0.486, 5, 3.400, 1.600, 0.229, 2.600, 0.371, 3.000, 0.429, 3.200, 0.457	
внука	внучка	NOUN	2	2	0	1	1	1		3	3	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		3	3	0	1	1	1		3	3	0	1	1	1			0.167, 0.200, 1, 1.200, 0.400, 0.067, 0.600, 0.100, 0.800, 0.133, 1.000, 0.167	
доноситися	доноситься	VERB	1	2	0	1	1	1		1	2	0	1	1	1		2	2	0	1	1	1		2	3	0	1	1	1		2	3	0	1	1	1		2	2	0	1	1	1			0.100, 0.120, 1, 1.200, 0.600, 0.060, 1.000, 0.100, 1.200, 0.120, 1.200, 0.120	
назватися	представиться	VERB	32	4622	0	0	0	0		124	3670	0	0	0	0		120	2279	0	0	0	0		99	1946	0	0	0	0		133	2246	0	0	0	0		134	2909	0	0	0	0			0.692, 0.554, 9, 7.200, 3.000, 0.231, 4.600, 0.354, 5.600, 0.431, 6.400, 0.492	
намір	намерение	NOUN	3	52	0	0	0	0		27	431	0	0	0	0		7	54	0	0	0	0		6	22	0	0	0	1		9	62	0	0	0	0		15	153	0	0	0	0			0.556, 0.489, 5, 4.400, 1.200, 0.133, 2.000, 0.222, 2.800, 0.311, 3.600, 0.400	
розшукувати	разыскивать	VERB	1	6	0	0	1	1		6	13	0	0	0	1		17	289	0	0	0	0		7	53	0	0	0	0		12	37	0	0	0	0		9	24	0	0	0	1			0.455, 0.364, 5, 4.000, 2.200, 0.200, 3.200, 0.291, 3.800, 0.345, 4.000, 0.364	
проникати	проникать	VERB	1	2	0	1	1	1		1	2	0	1	1	1		1	3	0	1	1	1		1	3	0	1	1	1		1	2	0	1	1	1		1	2	0	1	1	1			0.111, 0.133, 1, 1.200, 0.600, 0.067, 1.000, 0.111, 1.200, 0.133, 1.200, 0.133	
наближатися	приближаться	VERB	2	5	0	1	1	1		3	4	0	1	1	1		20	234	0	0	0	0		3	18	0	0	0	1		3	4	0	1	1	1		3	4	0	1	1	1			0.333, 0.283, 4, 3.400, 2.000, 0.167, 2.600, 0.217, 3.000, 0.250, 3.200, 0.267	
рельєф	рельеф	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.167, 0.033, 1, 0.200, 0.200, 0.033, 0.200, 0.033, 0.200, 0.033, 0.200, 0.033	
асфальт	асфальт	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.000, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000	
потік	поток	NOUN	1	1	1	1	1	1		1	2	0	1	1	1		5	16	0	0	0	1		3	6	0	0	1	1		1	2	0	1	1	1		1	2	0	1	1	1			0.200, 0.120, 1, 0.600, 0.400, 0.080, 0.600, 0.120, 0.600, 0.120, 0.600, 0.120	
підхопити	подхватить	VERB	3	41	0	0	0	0		11	44	0	0	0	0		31	344	0	0	0	0		27	237	0	0	0	0		18	79	0	0	0	0		15	40	0	0	0	0			0.500, 0.400, 5, 4.000, 2.000, 0.200, 3.200, 0.320, 3.600, 0.360, 3.800, 0.380	
ломачка	палочка	NOUN	9	820	0	0	0	0		17	92	0	0	0	0		83	1712	0	0	0	0		52	1057	0	0	0	0		28	233	0	0	0	0		21	121	0	0	0	0			0.571, 0.343, 4, 2.400, 1.600, 0.229, 2.400, 0.343, 2.400, 0.343, 2.400, 0.343	
угадати	предугадать	VERB	7	32	0	0	0	0		49	360	0	0	0	0		56	899	0	0	0	0		42	179	0	0	0	0		59	649	0	0	0	0		69	613	0	0	0	0			0.455, 0.455, 5, 5.000, 2.200, 0.200, 3.400, 0.309, 4.400, 0.400, 5.000, 0.455	
виробити	произвести	VERB	15	2481	0	0	0	0		142	6269	0	0	0	0		99	1020	0	0	0	0		80	722	0	0	0	0		108	1752	0	0	0	0		131	3317	0	0	0	0			0.700, 0.620, 7, 6.200, 2.400, 0.240, 3.600, 0.360, 4.600, 0.460, 5.400, 0.540	
вигадування	измышление	NOUN	37	16083	0	0	0	0		332	25078	0	0	0	0		284	44886	0	0	0	0		426	44548	0	0	0	0		415	42216	0	0	0	0		380	36318	0	0	0	0			0.818, 0.709, 9, 7.800, 4.200, 0.382, 6.600, 0.600, 7.200, 0.655, 7.600, 0.691	
підписатися	подписаться	VERB	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.182, 0.164, 2, 1.800, 1.000, 0.091, 1.600, 0.145, 1.800, 0.164, 1.800, 0.164	
внучка	внучка	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.033, 0, 0.200, 0.200, 0.033, 0.200, 0.033, 0.200, 0.033, 0.200, 0.033	
пилосос	пылесос	NOUN	1	6	0	0	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.286, 0.114, 2, 0.800, 0.600, 0.086, 0.800, 0.114, 0.800, 0.114, 0.800, 0.114	
світовий	мировой	ADJ	12	589	0	0	0	0		32	169	0	0	0	0		207	3074	0	0	0	0		81	581	0	0	0	0		40	156	0	0	0	0		33	151	0	0	0	0			0.625, 0.425, 5, 3.400, 2.000, 0.250, 2.800, 0.350, 3.000, 0.375, 3.200, 0.400	
зять	зять	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.000, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000	
жировий	жировой	ADJ	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.143, 0.143, 1, 1.000, 0.800, 0.114, 1.000, 0.143, 1.000, 0.143, 1.000, 0.143	
одяг	одежда	NOUN	8	378	0	0	0	0		38	541	0	0	0	0		12	89	0	0	0	0		18	127	0	0	0	0		24	283	0	0	0	0		33	303	0	0	0	0			0.667, 0.533, 4, 3.200, 1.000, 0.167, 1.800, 0.300, 2.400, 0.400, 2.800, 0.467	
одяг	платье	NOUN	47	45603	0	0	0	0		169	29520	0	0	0	0		271	39444	0	0	0	0		338	37004	0	0	0	0		318	38594	0	0	0	0		263	35875	0	0	0	0			1.000, 0.800, 6, 4.800, 2.400, 0.400, 3.400, 0.567, 4.000, 0.667, 4.400, 0.733	
показатися	показаться	VERB	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.100, 0.100, 1, 1.000, 0.400, 0.040, 0.800, 0.080, 1.000, 0.100, 1.000, 0.100	
витяг	выдержка	NOUN	31	15925	0	0	0	0		50	787	0	0	0	0		140	2656	0	0	0	0		28	153	0	0	0	0		30	240	0	0	0	0		40	349	0	0	0	0			0.875, 0.550, 7, 4.400, 2.000, 0.250, 2.600, 0.325, 3.200, 0.400, 3.800, 0.475	
витяг	извлечение	NOUN	36	21289	0	0	0	0		186	25962	0	0	0	0		239	26747	0	0	0	0		320	31072	0	0	0	0		335	36909	0	0	0	0		235	31801	0	0	0	0			0.900, 0.760, 9, 7.600, 3.400, 0.340, 5.200, 0.520, 6.400, 0.640, 7.000, 0.700	
шурхіт	шорох	NOUN	5	434	0	0	0	0		11	85	0	0	0	0		3	9	0	0	1	1		5	14	0	0	0	1		8	46	0	0	0	0		10	41	0	0	0	0			0.667, 0.433, 4, 2.600, 0.800, 0.133, 1.400, 0.233, 2.000, 0.333, 2.400, 0.400	
вал	вал	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.067, 0, 0.200, 0.200, 0.067, 0.200, 0.067, 0.200, 0.067, 0.200, 0.067	
дача	дача	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.000, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000	
ображення	оскорбление	NOUN	21	1191	0	0	0	0		148	3583	0	0	0	0		131	2310	0	0	0	0		222	4982	0	0	0	0		245	5180	0	0	0	0		182	3254	0	0	0	0			0.636, 0.564, 7, 6.200, 2.600, 0.236, 4.600, 0.418, 5.400, 0.491, 5.800, 0.527	
паспорт	паспорт	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.000, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000	
своєрідність	своеобразие	NOUN	29	4408	0	0	0	0		70	523	0	0	0	0		46	2467	0	0	0	0		90	2207	0	0	0	0		122	1814	0	0	0	0		100	805	0	0	0	0			0.750, 0.500, 9, 6.000, 2.400, 0.200, 4.200, 0.350, 5.400, 0.450, 5.800, 0.483	
потайник	тайник	NOUN	1	2	0	1	1	1		4	7	0	0	1	1		48	743	0	0	0	0		11	53	0	0	0	0		15	38	0	0	0	0		6	11	0	0	0	1			0.250, 0.275, 2, 2.200, 1.400, 0.175, 1.800, 0.225, 2.200, 0.275, 2.200, 0.275	
просо	просо	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.000, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000	
грубий	дерзкий	ADJ	9	160	0	0	0	0		74	744	0	0	0	0		294	10089	0	0	0	0		278	5656	0	0	0	0		167	2299	0	0	0	0		102	1032	0	0	0	0			0.571, 0.543, 4, 3.800, 2.000, 0.286, 3.000, 0.429, 3.400, 0.486, 3.600, 0.514	
грубий	толстый	ADJ	37	8645	0	0	0	0		137	3838	0	0	0	0		322	15673	0	0	0	0		352	9955	0	0	0	0		282	7060	0	0	0	0		217	6962	0	0	0	0			0.857, 0.657, 6, 4.600, 2.200, 0.314, 3.200, 0.457, 3.800, 0.543, 4.400, 0.629	
грубий	грубый	ADJ	1	2	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.167, 0.033, 1, 0.200, 0.200, 0.033, 0.200, 0.033, 0.200, 0.033, 0.200, 0.033	
зіпсувати	испортить	VERB	24	7661	0	0	0	0		229	14526	0	0	0	0		256	16682	0	0	0	0		307	13069	0	0	0	0		361	16911	0	0	0	0		326	18378	0	0	0	0			0.778, 0.667, 7, 6.000, 2.800, 0.311, 4.200, 0.467, 5.200, 0.578, 5.800, 0.644	
бережливий	экономный	ADJ	66	18437	0	0	0	0		138	3959	0	0	0	0		339	20654	0	0	0	0		496	18171	0	0	0	0		376	12839	0	0	0	0		217	8242	0	0	0	0			0.900, 0.600, 9, 6.000, 3.600, 0.360, 5.400, 0.540, 5.800, 0.580, 6.000, 0.600	
косинка	косынка	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.143, 0.029, 1, 0.200, 0.200, 0.029, 0.200, 0.029, 0.200, 0.029, 0.200, 0.029	
бесіда	разговор	NOUN	57	45603	0	0	0	0		161	17607	0	0	0	0		318	33255	0	0	0	0		372	29998	0	0	0	0		318	25402	0	0	0	0		212	21992	0	0	0	0			1.000, 0.650, 8, 5.200, 2.800, 0.350, 4.000, 0.500, 4.400, 0.550, 4.800, 0.600	
бесіда	беседа	NOUN	1	1	1	1	1	1		1	1	1	1	1	1		1	3	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.167, 0.100, 1, 0.600, 0.600, 0.100, 0.600, 0.100, 0.600, 0.100, 0.600, 0.100	
бесіда	собеседование	NOUN	10	201	0	0	0	0		116	7501	0	0	0	0		110	2373	0	0	0	0		73	1057	0	0	0	0		98	2749	0	0	0	0		115	4279	0	0	0	0			0.615, 0.585, 8, 7.600, 2.800, 0.215, 4.200, 0.323, 5.600, 0.431, 6.600, 0.508	
наверх	наверх	ADV	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.000, 0.067, 0, 0.400, 0.400, 0.067, 0.400, 0.067, 0.400, 0.067, 0.400, 0.067	
знати	знать	VERB	1	2	0	1	1	1		5	5	0	1	1	1		1	3	0	1	1	1		5	9	0	0	1	1		8	11	0	0	0	1		5	6	0	0	1	1			0.200, 0.200, 1, 1.000, 0.400, 0.080, 0.800, 0.160, 1.000, 0.200, 1.000, 0.200	
рибка	рыбка	NOUN	1	3	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.200, 0.040, 1, 0.200, 0.200, 0.040, 0.200, 0.040, 0.200, 0.040, 0.200, 0.040	
прапорець	флажок	NOUN	33	12585	0	0	0	0		199	17369	0	0	0	0		204	17662	0	0	0	0		319	21589	0	0	0	0		281	15324	0	0	0	0		223	15517	0	0	0	0			0.778, 0.689, 7, 6.200, 2.600, 0.289, 4.400, 0.489, 5.000, 0.556, 5.600, 0.622	
стильний	стильный	ADJ	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.125, 0.050, 1, 0.400, 0.400, 0.050, 0.400, 0.050, 0.400, 0.050, 0.400, 0.050	
кущі	кустарник	NOUN	10	1193	0	0	0	0		59	5291	0	0	0	0		23	169	0	0	0	0		31	315	0	0	0	0		33	807	0	0	0	0		51	2378	0	0	0	0			0.778, 0.644, 7, 5.800, 1.400, 0.156, 2.800, 0.311, 3.800, 0.422, 4.800, 0.533	
