упускати	упускать	VERB	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.12500	0.12500	1	1.00000	0.40000	0.05000	0.80000	0.10000	1.00000	0.12500	1.00000	0.12500	
залюднений	обитаемый	ADJ	0	37	9654	0	0	0	0		115	2562	0	0	0	0		399	19512	0	0	0	0		421	18361	0	0	0	0		338	13375	0	0	0	0		174	5593	0	0	0	0			0.80000	0.48000	8	4.80000	3.20000	0.32000	4.40000	0.44000	4.80000	0.48000	4.80000	0.48000	
жовтий	жёлтый	ADJ	0	3	31	0	0	0	0		1	2	0	1	1	1		2	3	0	1	1	1		3	6	0	0	1	1		1	3	0	1	1	1		1	2	0	1	1	1			0.50000	0.20000	3	1.20000	0.80000	0.13333	1.20000	0.20000	1.20000	0.20000	1.20000	0.20000	
каятися	каяться	VERB	0	1	1	1	1	1	1		1	1	1	1	1	1		1	2	0	1	1	1		1	2	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.14286	0.14286	1	1.00000	0.40000	0.05714	0.80000	0.11429	1.00000	0.14286	1.00000	0.14286	
собачка	собачка	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
брязкати	бряцать	VERB	0	1	2	0	1	1	1		6	28	0	0	0	0		1	2	0	1	1	1		3	3	0	1	1	1		5	10	0	0	1	1		5	16	0	0	0	1			0.37500	0.30000	3	2.40000	1.00000	0.12500	1.60000	0.20000	2.00000	0.25000	2.20000	0.27500	
утримування	содержание	NOUN	0	41	17780	0	0	0	0		202	7004	0	0	0	0		253	22662	0	0	0	0		241	17431	0	0	0	0		304	12743	0	0	0	0		244	7997	0	0	0	0			0.81818	0.56364	9	6.20000	3.40000	0.30909	4.60000	0.41818	5.40000	0.49091	5.80000	0.52727	
сохнути	сохнуть	VERB	0	1	2	0	1	1	1		2	3	0	1	1	1		2	2	0	1	1	1		3	4	0	1	1	1		4	4	0	1	1	1		2	3	0	1	1	1			0.14286	0.14286	1	1.00000	0.40000	0.05714	0.80000	0.11429	1.00000	0.14286	1.00000	0.14286	
опосередкований	косвенный	ADJ	0	13	1954	0	0	0	0		138	3326	0	0	0	0		62	2732	0	0	0	0		60	2492	0	0	0	0		56	1433	0	0	0	0		88	1790	0	0	0	0			0.66667	0.53333	10	8.00000	3.40000	0.22667	5.00000	0.33333	6.00000	0.40000	7.00000	0.46667	
час	время	NOUN	0	51	45603	0	0	0	0		95	24901	0	0	0	0		241	42264	0	0	0	0		218	44070	0	0	0	0		243	45147	0	0	0	0		181	43545	0	0	0	0			1.00000	0.76000	5	3.80000	1.80000	0.36000	2.60000	0.52000	3.40000	0.68000	3.60000	0.72000	
час	пора	NOUN	0	51	45603	0	0	0	0		49	5780	0	0	0	0		217	34242	0	0	0	0		185	38847	0	0	0	0		148	33759	0	0	0	0		71	9354	0	0	0	0			1.00000	0.65000	4	2.60000	1.20000	0.30000	1.80000	0.45000	2.20000	0.55000	2.40000	0.60000	
миля	миля	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.05000	0	0.20000	0.20000	0.05000	0.20000	0.05000	0.20000	0.05000	0.20000	0.05000	
надягати	надевать	VERB	0	2	9	0	0	1	1		8	16	0	0	0	1		13	73	0	0	0	0		12	49	0	0	0	0		12	29	0	0	0	0		8	18	0	0	0	1			0.37500	0.25000	3	2.00000	1.20000	0.15000	1.80000	0.22500	2.00000	0.25000	2.00000	0.25000	
передивлятися	пересматривать	VERB	0	34	6887	0	0	0	0		89	1761	0	0	0	0		80	3554	0	0	0	0		84	3644	0	0	0	0		102	3936	0	0	0	0		120	3289	0	0	0	0			0.71429	0.45714	10	6.40000	3.00000	0.21429	4.40000	0.31429	5.40000	0.38571	6.20000	0.44286	
передивлятися	проглядывать	VERB	0	51	21433	0	0	0	0		185	8530	0	0	0	0		85	4013	0	0	0	0		79	3496	0	0	0	0		98	3691	0	0	0	0		151	5227	0	0	0	0			0.84615	0.53846	11	7.00000	2.80000	0.21538	4.00000	0.30769	5.00000	0.38462	6.00000	0.46154	
передивлятися	просматривать	VERB	0	61	26547	0	0	0	0		226	12443	0	0	0	0		149	11017	0	0	0	0		165	11414	0	0	0	0		228	13922	0	0	0	0		264	16202	0	0	0	0			0.92308	0.56923	12	7.40000	3.20000	0.24615	4.80000	0.36923	6.00000	0.46154	7.00000	0.53846	
зіштовхнутися	столкнуться	VERB	0	2	8	0	0	1	1		2	3	0	1	1	1		3	7	0	0	1	1		6	12	0	0	0	1		3	6	0	0	1	1		3	4	0	1	1	1			0.46154	0.32308	6	4.20000	1.60000	0.12308	2.80000	0.21538	3.40000	0.26154	3.80000	0.29231	
умивальник	умывальник	NOUN	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.10000	0.06000	1	0.60000	0.60000	0.06000	0.60000	0.06000	0.60000	0.06000	0.60000	0.06000	
шкідливий	вредный	ADJ	0	24	2808	0	0	0	0		61	579	0	0	0	0		190	2079	0	0	0	0		69	725	0	0	0	0		49	397	0	0	0	0		53	399	0	0	0	0			0.77778	0.46667	7	4.20000	2.20000	0.24444	3.00000	0.33333	3.40000	0.37778	3.80000	0.42222	
зайнятість	занятость	NOUN	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.20000	0.16000	2	1.60000	0.60000	0.06000	1.00000	0.10000	1.20000	0.12000	1.40000	0.14000	
син	сын	NOUN	0	2	18	0	0	0	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.33333	0.06667	1	0.20000	0.20000	0.06667	0.20000	0.06667	0.20000	0.06667	0.20000	0.06667	
потіснитися	потесниться	VERB	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.18182	0.14545	2	1.60000	1.00000	0.09091	1.40000	0.12727	1.60000	0.14545	1.60000	0.14545	
смерч	смерч	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.04000	0	0.20000	0.20000	0.04000	0.20000	0.04000	0.20000	0.04000	0.20000	0.04000	
фільтр	фильтр	NOUN	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.16667	0.00000	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
кровотеча	кровотечение	NOUN	0	3	7	0	0	1	1		25	81	0	0	0	0		5	8	0	0	1	1		5	6	0	0	1	1		8	11	0	0	0	1		17	43	0	0	0	0			0.33333	0.31667	4	3.80000	1.40000	0.11667	2.00000	0.16667	2.60000	0.21667	3.20000	0.26667	
погіршувати	ухудшать	VERB	0	23	6109	0	0	0	0		178	4640	0	0	0	0		254	15501	0	0	0	0		233	12052	0	0	0	0		233	8219	0	0	0	0		197	5232	0	0	0	0			0.72727	0.50909	8	5.60000	3.00000	0.27273	4.20000	0.38182	4.80000	0.43636	5.20000	0.47273	
зав’язувати	завязывать	VERB	0	1	1	1	1	1	1		3	3	0	1	1	1		2	4	0	1	1	1		3	3	0	1	1	1		2	3	0	1	1	1		2	2	0	1	1	1			0.27273	0.27273	3	3.00000	1.40000	0.12727	2.20000	0.20000	2.60000	0.23636	2.80000	0.25455	
обмундирування	обмундирование	NOUN	0	2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1		2	2	0	1	1	1			0.21429	0.14286	3	2.00000	1.40000	0.10000	1.80000	0.12857	2.00000	0.14286	2.00000	0.14286	
кар’єра	карьера	NOUN	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.28571	0.14286	2	1.00000	0.40000	0.05714	0.80000	0.11429	1.00000	0.14286	1.00000	0.14286	
побороти	побороть	VERB	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.12500	0.12500	1	1.00000	0.40000	0.05000	0.80000	0.10000	1.00000	0.12500	1.00000	0.12500	
побороти	преодолеть	VERB	0	15	650	0	0	0	0		71	1581	0	0	0	0		104	2751	0	0	0	0		81	1661	0	0	0	0		84	1541	0	0	0	0		73	1727	0	0	0	0			0.60000	0.44000	6	4.40000	2.00000	0.20000	3.00000	0.30000	3.60000	0.36000	4.00000	0.40000	
з’їсти	поесть	VERB	0	8	405	0	0	0	0		37	342	0	0	0	0		248	17044	0	0	0	0		193	12425	0	0	0	0		129	5149	0	0	0	0		58	777	0	0	0	0			0.66667	0.50000	4	3.00000	1.80000	0.30000	2.60000	0.43333	3.00000	0.50000	3.00000	0.50000	
борня	борьба	NOUN	0	8	162	0	0	0	0		24	256	0	0	0	0		19	133	0	0	0	0		25	273	0	0	0	0		25	160	0	0	0	0		21	201	0	0	0	0			0.50000	0.33333	3	2.00000	0.80000	0.13333	1.40000	0.23333	1.60000	0.26667	1.80000	0.30000	
акумулятор	аккумулятор	NOUN	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.09091	0.09091	1	1.00000	0.20000	0.01818	0.40000	0.03636	0.60000	0.05455	0.80000	0.07273	
збігти	сбежать	VERB	0	10	685	0	0	0	0		31	270	0	0	0	0		119	2837	0	0	0	0		78	1406	0	0	0	0		51	820	0	0	0	0		39	342	0	0	0	0			0.71429	0.45714	5	3.20000	1.60000	0.22857	2.40000	0.34286	2.80000	0.40000	3.00000	0.42857	
внука	внучка	NOUN	0	2	2	0	1	1	1		6	13	0	0	0	1		2	2	0	1	1	1		2	2	0	1	1	1		4	4	0	1	1	1		5	5	0	1	1	1			0.16667	0.20000	1	1.20000	0.40000	0.06667	0.60000	0.10000	0.80000	0.13333	1.00000	0.16667	
доноситися	доноситься	VERB	0	1	2	0	1	1	1		1	2	0	1	1	1		2	2	0	1	1	1		2	3	0	1	1	1		2	3	0	1	1	1		2	2	0	1	1	1			0.10000	0.12000	1	1.20000	0.60000	0.06000	1.00000	0.10000	1.20000	0.12000	1.20000	0.12000	
назватися	представиться	VERB	0	32	4622	0	0	0	0		192	8740	0	0	0	0		161	4493	0	0	0	0		178	6205	0	0	0	0		232	8041	0	0	0	0		202	7772	0	0	0	0			0.69231	0.52308	9	6.80000	3.00000	0.23077	4.60000	0.35385	5.60000	0.43077	6.20000	0.47692	
намір	намерение	NOUN	0	3	52	0	0	0	0		48	2072	0	0	0	0		8	69	0	0	0	0		6	39	0	0	0	0		18	200	0	0	0	0		33	744	0	0	0	0			0.55556	0.48889	5	4.40000	1.20000	0.13333	2.00000	0.22222	2.80000	0.31111	3.60000	0.40000	
розшукувати	разыскивать	VERB	0	1	6	0	0	1	1		28	131	0	0	0	0		7	89	0	0	0	0		6	40	0	0	0	0		20	78	0	0	0	0		28	122	0	0	0	0			0.45455	0.36364	5	4.00000	2.00000	0.18182	2.80000	0.25455	3.40000	0.30909	3.80000	0.34545	
проникати	проникать	VERB	0	1	2	0	1	1	1		2	2	0	1	1	1		1	3	0	1	1	1		2	5	0	1	1	1		2	3	0	1	1	1		2	2	0	1	1	1			0.11111	0.13333	1	1.20000	0.60000	0.06667	1.00000	0.11111	1.20000	0.13333	1.20000	0.13333	
наближатися	приближаться	VERB	0	2	5	0	1	1	1		3	6	0	0	1	1		27	439	0	0	0	0		13	62	0	0	0	0		12	47	0	0	0	0		4	8	0	0	1	1			0.33333	0.25000	4	3.00000	2.00000	0.16667	2.60000	0.21667	3.00000	0.25000	3.00000	0.25000	
рельєф	рельеф	NOUN	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.16667	0.03333	1	0.20000	0.20000	0.03333	0.20000	0.03333	0.20000	0.03333	0.20000	0.03333	
асфальт	асфальт	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
потік	поток	NOUN	0	1	1	1	1	1	1		1	2	0	1	1	1		5	16	0	0	0	1		3	6	0	0	1	1		1	2	0	1	1	1		1	2	0	1	1	1			0.20000	0.12000	1	0.60000	0.40000	0.08000	0.60000	0.12000	0.60000	0.12000	0.60000	0.12000	
підхопити	подхватить	VERB	0	3	41	0	0	0	0		24	88	0	0	0	0		38	555	0	0	0	0		23	153	0	0	0	0		25	95	0	0	0	0		22	75	0	0	0	0			0.50000	0.36000	5	3.60000	2.00000	0.20000	2.80000	0.28000	3.20000	0.32000	3.40000	0.34000	
ломачка	палочка	NOUN	0	9	820	0	0	0	0		25	209	0	0	0	0		139	4687	0	0	0	0		80	2143	0	0	0	0		42	522	0	0	0	0		32	271	0	0	0	0			0.57143	0.31429	4	2.20000	1.60000	0.22857	2.20000	0.31429	2.20000	0.31429	2.20000	0.31429	
угадати	предугадать	VERB	0	7	32	0	0	0	0		78	1625	0	0	0	0		75	1096	0	0	0	0		83	1039	0	0	0	0		118	2998	0	0	0	0		119	2927	0	0	0	0			0.45455	0.45455	5	5.00000	2.20000	0.20000	3.40000	0.30909	4.40000	0.40000	5.00000	0.45455	
виробити	произвести	VERB	0	15	2481	0	0	0	0		133	6372	0	0	0	0		35	312	0	0	0	0		43	526	0	0	0	0		74	1251	0	0	0	0		100	3039	0	0	0	0			0.70000	0.54000	7	5.40000	2.00000	0.20000	3.00000	0.30000	3.80000	0.38000	4.60000	0.46000	
вигадування	измышление	NOUN	0	37	16083	0	0	0	0		421	36093	0	0	0	0		322	43782	0	0	0	0		350	38267	0	0	0	0		461	41974	0	0	0	0		450	41061	0	0	0	0			0.81818	0.69091	9	7.60000	4.00000	0.36364	5.20000	0.47273	6.40000	0.58182	7.20000	0.65455	
підписатися	подписаться	VERB	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	2	0	1	1	1		1	2	0	1	1	1		1	1	1	1	1	1			0.18182	0.16364	2	1.80000	1.00000	0.09091	1.60000	0.14545	1.80000	0.16364	1.80000	0.16364	
внучка	внучка	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.03333	0	0.20000	0.20000	0.03333	0.20000	0.03333	0.20000	0.03333	0.20000	0.03333	
пилосос	пылесос	NOUN	0	1	6	0	0	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.28571	0.11429	2	0.80000	0.60000	0.08571	0.80000	0.11429	0.80000	0.11429	0.80000	0.11429	
світовий	мировой	ADJ	0	12	589	0	0	0	0		23	122	0	0	0	0		250	6137	0	0	0	0		97	1107	0	0	0	0		52	412	0	0	0	0		31	187	0	0	0	0			0.62500	0.35000	5	2.80000	2.00000	0.25000	2.60000	0.32500	2.80000	0.35000	2.80000	0.35000	
зять	зять	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
жировий	жировой	ADJ	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.14286	0.14286	1	1.00000	0.80000	0.11429	1.00000	0.14286	1.00000	0.14286	1.00000	0.14286	
одяг	одежда	NOUN	0	8	378	0	0	0	0		33	422	0	0	0	0		17	105	0	0	0	0		17	107	0	0	0	0		18	117	0	0	0	0		26	276	0	0	0	0			0.66667	0.46667	4	2.80000	1.00000	0.16667	1.60000	0.26667	2.00000	0.33333	2.40000	0.40000	
одяг	платье	NOUN	0	47	45603	0	0	0	0		112	16957	0	0	0	0		304	40394	0	0	0	0		316	33286	0	0	0	0		237	25613	0	0	0	0		148	18606	0	0	0	0			1.00000	0.70000	6	4.20000	2.40000	0.40000	3.00000	0.50000	3.40000	0.56667	3.80000	0.63333	
показатися	показаться	VERB	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	2	0	1	1	1		1	2	0	1	1	1		1	1	1	1	1	1			0.10000	0.10000	1	1.00000	0.40000	0.04000	0.80000	0.08000	1.00000	0.10000	1.00000	0.10000	
витяг	выдержка	NOUN	0	31	15925	0	0	0	0		60	2507	0	0	0	0		89	2276	0	0	0	0		31	221	0	0	0	0		45	564	0	0	0	0		51	1203	0	0	0	0			0.87500	0.52500	7	4.20000	1.80000	0.22500	2.40000	0.30000	3.00000	0.37500	3.60000	0.45000	
витяг	извлечение	NOUN	0	36	21289	0	0	0	0		183	32096	0	0	0	0		271	33385	0	0	0	0		333	38568	0	0	0	0		320	38104	0	0	0	0		237	36334	0	0	0	0			0.90000	0.72000	9	7.20000	3.40000	0.34000	5.00000	0.50000	5.80000	0.58000	6.60000	0.66000	
шурхіт	шорох	NOUN	0	5	434	0	0	0	0		31	372	0	0	0	0		5	24	0	0	0	1		14	88	0	0	0	0		34	329	0	0	0	0		31	254	0	0	0	0			0.66667	0.40000	4	2.40000	0.80000	0.13333	1.40000	0.23333	2.00000	0.33333	2.20000	0.36667	
вал	вал	NOUN	1	1	1	1	1	1	1		1	2	0	1	1	1		1	2	0	1	1	1		1	2	0	1	1	1		1	2	0	1	1	1		1	2	0	1	1	1			0.00000	0.06667	0	0.20000	0.20000	0.06667	0.20000	0.06667	0.20000	0.06667	0.20000	0.06667	
дача	дача	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
ображення	оскорбление	NOUN	0	21	1191	0	0	0	0		173	5824	0	0	0	0		152	2519	0	0	0	0		222	7329	0	0	0	0		250	7387	0	0	0	0		199	6440	0	0	0	0			0.63636	0.52727	7	5.80000	2.60000	0.23636	4.20000	0.38182	5.00000	0.45455	5.40000	0.49091	
паспорт	паспорт	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
своєрідність	своеобразие	NOUN	0	29	4408	0	0	0	0		59	448	0	0	0	0		52	2294	0	0	0	0		70	1084	0	0	0	0		121	1687	0	0	0	0		84	649	0	0	0	0			0.75000	0.43333	9	5.20000	2.20000	0.18333	3.60000	0.30000	4.80000	0.40000	5.00000	0.41667	
потайник	тайник	NOUN	0	1	2	0	1	1	1		15	34	0	0	0	0		12	27	0	0	0	0		6	9	0	0	1	1		13	27	0	0	0	0		20	58	0	0	0	0			0.25000	0.27500	2	2.20000	1.00000	0.12500	1.40000	0.17500	1.80000	0.22500	2.20000	0.27500	
просо	просо	NOUN	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.00000	0	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
грубий	дерзкий	ADJ	0	9	160	0	0	0	0		60	499	0	0	0	0		170	2401	0	0	0	0		125	1673	0	0	0	0		87	856	0	0	0	0		69	589	0	0	0	0			0.57143	0.45714	4	3.20000	1.60000	0.22857	2.40000	0.34286	2.80000	0.40000	3.00000	0.42857	
грубий	толстый	ADJ	0	37	8645	0	0	0	0		102	1800	0	0	0	0		325	12108	0	0	0	0		283	7552	0	0	0	0		233	5853	0	0	0	0		136	2479	0	0	0	0			0.85714	0.54286	6	3.80000	2.00000	0.28571	2.80000	0.40000	3.40000	0.48571	3.60000	0.51429	
грубий	грубый	ADJ	0	1	2	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.16667	0.03333	1	0.20000	0.20000	0.03333	0.20000	0.03333	0.20000	0.03333	0.20000	0.03333	
зіпсувати	испортить	VERB	0	24	7661	0	0	0	0		293	20174	0	0	0	0		302	20317	0	0	0	0		339	19873	0	0	0	0		436	23748	0	0	0	0		399	23338	0	0	0	0			0.77778	0.62222	7	5.60000	2.80000	0.31111	4.00000	0.44444	5.00000	0.55556	5.40000	0.60000	
бережливий	экономный	ADJ	0	66	18437	0	0	0	0		176	7477	0	0	0	0		403	19886	0	0	0	0		394	15459	0	0	0	0		299	10200	0	0	0	0		197	8000	0	0	0	0			0.90000	0.56000	9	5.60000	3.40000	0.34000	4.40000	0.44000	4.80000	0.48000	5.20000	0.52000	
косинка	косынка	NOUN	0	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.14286	0.02857	1	0.20000	0.20000	0.02857	0.20000	0.02857	0.20000	0.02857	0.20000	0.02857	
бесіда	разговор	NOUN	0	57	45603	0	0	0	0		181	28511	0	0	0	0		351	38049	0	0	0	0		358	38829	0	0	0	0		347	35716	0	0	0	0		233	32073	0	0	0	0			1.00000	0.62500	8	5.00000	2.80000	0.35000	3.80000	0.47500	4.20000	0.52500	4.60000	0.57500	
бесіда	собеседование	NOUN	0	10	201	0	0	0	0		156	20966	0	0	0	0		140	4163	0	0	0	0		110	5162	0	0	0	0		143	12333	0	0	0	0		149	15741	0	0	0	0			0.61538	0.58462	8	7.60000	2.80000	0.21538	4.20000	0.32308	5.60000	0.43077	6.60000	0.50769	
бесіда	беседа	NOUN	0	1	1	1	1	1	1		1	1	1	1	1	1		1	4	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.16667	0.10000	1	0.60000	0.60000	0.10000	0.60000	0.10000	0.60000	0.10000	0.60000	0.10000	
наверх	наверх	ADV	1	1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.00000	0.06667	0	0.40000	0.40000	0.06667	0.40000	0.06667	0.40000	0.06667	0.40000	0.06667	
знати	знать	VERB	0	1	2	0	1	1	1		7	10	0	0	1	1		1	3	0	1	1	1		6	12	0	0	0	1		11	19	0	0	0	1		8	11	0	0	0	1			0.20000	0.20000	1	1.00000	0.40000	0.08000	0.80000	0.16000	1.00000	0.20000	1.00000	0.20000	
рибка	рыбка	NOUN	0	1	3	0	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1		1	1	1	1	1	1			0.20000	0.04000	1	0.20000	0.20000	0.04000	0.20000	0.04000	0.20000	0.04000	0.20000	0.04000	
прапорець	флажок	NOUN	0	33	12585	0	0	0	0		173	10950	0	0	0	0		179	11009	0	0	0	0		209	11149	0	0	0	0		190	7891	0	0	0	0		190	8703	0	0	0	0			0.77778	0.57778	7	5.20000	2.20000	0.24444	3.40000	0.37778	4.00000	0.44444	4.60000	0.51111	
